Retailer;Transaction ID;Invoice Date;Region;State;City;Product;Product ID; Price per Unit ;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Foot Locker;IT0198;08/02/2020;Northeast;New York;New York;Women's Street Footwear;WSF66; $50,00 ;900;450000;157500;0,35;Outlet
West Gear;IT0199;09/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF63; $47,00 ;171;8037;3616,65;0,45;Outlet
West Gear;IT0200;09/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF82; $61,00 ;143;8723;4623,19;0,53;Online
West Gear;IT0201;09/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF87; $65,00 ;550;357500;143000;0,4;In-store
Foot Locker;IT0202;09/02/2020;Northeast;New York;New York;Women's Athletic Footwear;WAF37; $33,00 ;289;9537;3814,8;0,4;Outlet
Foot Locker;IT0203;09/02/2020;Northeast;New York;New York;Women's Athletic Footwear;WAF56; $46,00 ;230;10580;5078,4;0,48;Online
Foot Locker;IT0204;09/02/2020;Northeast;New York;New York;Women's Athletic Footwear;WAF61; $50,00 ;850;425000;148750;0,35;Outlet
West Gear;IT0205;10/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF56; $46,00 ;140;6440;2704,8;0,42;Outlet
West Gear;IT0206;10/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF68; $55,00 ;117;6435;3153,15;0,49;Online
West Gear;IT0207;10/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF75; $60,00 ;450;270000;94500;0,35;In-store
Foot Locker;IT0208;10/02/2020;Northeast;New York;New York;Men's Apparel;MA39; $47,00 ;280;13160;4606;0,35;Outlet
Foot Locker;IT0209;10/02/2020;Northeast;New York;New York;Men's Apparel;MA55; $59,00 ;245;14455;6504,75;0,45;Online
Foot Locker;IT0210;10/02/2020;Northeast;New York;New York;Men's Apparel;MA56; $60,00 ;875;525000;157500;0,3;Outlet
West Gear;IT0211;11/02/2020;West;Nevada;Las Vegas;Men's Apparel;MA39; $47,00 ;150;7050;4159,5;0,59;Outlet
West Gear;IT0212;11/02/2020;West;Nevada;Las Vegas;Men's Apparel;MA56; $60,00 ;130;7800;5460;0,7;Online
West Gear;IT0213;11/02/2020;West;Nevada;Las Vegas;Men's Apparel;MA63; $65,00 ;500;325000;178750;0,55;In-store
West Gear;IT0214;12/02/2020;West;Nevada;Las Vegas;Women's Apparel;WA71; $61,00 ;170;10370;2799,9;0,27;Outlet
West Gear;IT0215;12/02/2020;West;Nevada;Las Vegas;Women's Apparel;WA91; $78,00 ;145;11310;3393;0,3;Online
West Gear;IT0216;12/02/2020;West;Nevada;Las Vegas;Women's Apparel;WA92; $80,00 ;500;400000;80000;0,2;In-store
West Gear;IT0217;13/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF46; $44,00 ;238;10472;4817,12;0,46;Outlet
West Gear;IT0218;13/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF72; $62,00 ;210;13020;6900,6;0,53;Online
West Gear;IT0219;13/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF76; $65,00 ;700;455000;182000;0,4;In-store
West Gear;IT0220;14/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF62; $56,00 ;208;11648;3377,92;0,29;Outlet
West Gear;IT0221;14/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF71; $64,00 ;182;11648;4542,72;0,39;Online
West Gear;IT0222;14/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF78; $70,00 ;650;455000;113750;0,25;In-store
West Gear;IT0223;15/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF58; $44,00 ;179;7876;3307,92;0,42;Outlet
West Gear;IT0224;15/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF80; $60,00 ;152;9120;4742,4;0,52;Online
West Gear;IT0225;15/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF87; $65,00 ;525;341250;136500;0,4;In-store
West Gear;IT0226;16/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF49; $42,00 ;152;6384;2681,28;0,42;Outlet
West Gear;IT0227;16/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF81; $64,00 ;124;7936;3729,92;0,47;Online
West Gear;IT0228;16/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF83; $65,00 ;475;308750;108062,5;0,35;In-store
West Gear;IT0229;17/02/2020;West;Nevada;Las Vegas;Men's Apparel;MA43; $50,00 ;152;7600;4484;0,59;Outlet
West Gear;IT0230;17/02/2020;West;Nevada;Las Vegas;Men's Apparel;MA67; $68,00 ;138;9384;6381,12;0,68;Online
West Gear;IT0231;17/02/2020;West;Nevada;Las Vegas;Men's Apparel;MA74; $75,00 ;475;356250;195937,5;0,55;In-store
West Gear;IT0232;18/02/2020;West;Nevada;Las Vegas;Women's Apparel;WA62; $55,00 ;128;7040;1830,4;0,26;Outlet
West Gear;IT0233;18/02/2020;West;Nevada;Las Vegas;Women's Apparel;WA91; $78,00 ;108;8424;2864,16;0,34;Online
West Gear;IT0234;18/02/2020;West;Nevada;Las Vegas;Women's Apparel;WA92; $80,00 ;400;320000;64000;0,2;In-store
West Gear;IT0235;19/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF43; $41,00 ;186;7626;2897,88;0,38;Outlet
West Gear;IT0236;19/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF65; $56,00 ;174;9744;4677,12;0,48;Online
West Gear;IT0237;19/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF70; $60,00 ;600;360000;126000;0,35;In-store
West Gear;IT0238;20/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF54; $51,00 ;180;9180;2478,6;0,27;Outlet
West Gear;IT0239;20/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF68; $61,00 ;162;9882;3359,88;0,34;Online
West Gear;IT0240;20/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF74; $65,00 ;600;390000;78000;0,2;In-store
West Gear;IT0241;21/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF62; $46,00 ;144;6624;2715,84;0,41;Outlet
West Gear;IT0242;21/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF76; $57,00 ;117;6669;3334,5;0,5;Online
West Gear;IT0243;21/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF81; $60,00 ;450;270000;94500;0,35;In-store
West Gear;IT0244;22/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF50; $43,00 ;124;5332;1866,2;0,35;Outlet
West Gear;IT0245;22/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF73; $58,00 ;112;6496;2858,24;0,44;Online
West Gear;IT0246;22/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF76; $60,00 ;400;240000;72000;0,3;In-store
West Gear;IT0247;23/02/2020;West;Nevada;Las Vegas;Men's Apparel;MA47; $53,00 ;128;6784;3595,52;0,53;Outlet
West Gear;IT0248;23/02/2020;West;Nevada;Las Vegas;Men's Apparel;MA66; $67,00 ;120;8040;4904,4;0,61;Online
West Gear;IT0249;23/02/2020;West;Nevada;Las Vegas;Men's Apparel;MA69; $70,00 ;400;280000;140000;0,5;In-store
West Gear;IT0250;24/02/2020;West;Nevada;Las Vegas;Women's Apparel;WA59; $54,00 ;140;7560;1587,6;0,21;Outlet
West Gear;IT0251;24/02/2020;West;Nevada;Las Vegas;Women's Apparel;WA86; $74,00 ;113;8362;2508,6;0,3;Online
West Gear;IT0252;24/02/2020;West;Nevada;Las Vegas;Women's Apparel;WA88; $75,00 ;450;337500;50625;0,15;In-store
West Gear;IT0253;25/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF52; $47,00 ;171;8037;3214,8;0,4;Outlet
West Gear;IT0254;25/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF65; $56,00 ;138;7728;3786,72;0,49;Online
West Gear;IT0255;25/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF70; $60,00 ;550;330000;115500;0,35;In-store
West Gear;IT0256;26/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF52; $50,00 ;193;9650;2412,5;0,25;Outlet
West Gear;IT0257;26/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF65; $59,00 ;165;9735;3407,25;0,35;Online
West Gear;IT0258;26/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF74; $65,00 ;550;357500;71500;0,2;In-store
West Gear;IT0259;27/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF63; $47,00 ;113;5311;2230,62;0,42;Outlet
West Gear;IT0260;27/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF71; $54,00 ;109;5886;2648,7;0,45;Online
West Gear;IT0261;27/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF81; $60,00 ;375;225000;78750;0,35;In-store
West Gear;IT0262;28/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF50; $43,00 ;119;5117;1688,61;0,33;Outlet
West Gear;IT0263;28/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF66; $54,00 ;105;5670;2381,4;0,42;Online
West Gear;IT0264;28/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF76; $60,00 ;350;210000;63000;0,3;In-store
West Gear;IT0265;01/03/2020;West;Nevada;Las Vegas;Men's Apparel;MA40; $48,00 ;107;5136;2773,44;0,54;Outlet
West Gear;IT0266;01/03/2020;West;Nevada;Las Vegas;Men's Apparel;MA60; $63,00 ;81;5103;3112,83;0,61;Online
West Gear;IT0267;01/03/2020;West;Nevada;Las Vegas;Men's Apparel;MA69; $70,00 ;325;227500;113750;0,5;In-store
West Gear;IT0268;02/03/2020;West;Nevada;Las Vegas;Women's Apparel;WA58; $53,00 ;120;6360;1399,2;0,22;Outlet
West Gear;IT0269;02/03/2020;West;Nevada;Las Vegas;Women's Apparel;WA80; $68,00 ;94;6392;1598;0,25;Online
West Gear;IT0270;02/03/2020;West;Nevada;Las Vegas;Women's Apparel;WA88; $75,00 ;375;281250;42187,5;0,15;In-store
West Gear;IT0271;03/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF52; $47,00 ;196;9212;3869,04;0,42;Outlet
West Gear;IT0272;03/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF66; $57,00 ;155;8835;4240,8;0,48;Online
West Gear;IT0273;03/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF70; $60,00 ;575;345000;120750;0,35;In-store
Foot Locker;IT0274;03/03/2020;Northeast;New York;New York;Women's Apparel;WA43; $44,00 ;320;14080;4083,2;0,29;Outlet
Foot Locker;IT0275;03/03/2020;Northeast;New York;New York;Women's Apparel;WA67; $59,00 ;290;17110;6159,6;0,36;Online
Foot Locker;IT0276;03/03/2020;Northeast;New York;New York;Women's Apparel;WA76; $65,00 ;1000;650000;162500;0,25;Outlet
West Gear;IT0277;04/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF55; $52,00 ;201;10452;2613;0,25;Outlet
West Gear;IT0278;04/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF71; $64,00 ;150;9600;3264;0,34;Online
West Gear;IT0279;04/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF74; $65,00 ;575;373750;74750;0,2;In-store
Foot Locker;IT0280;04/03/2020;Northeast;New York;New York;Men's Street Footwear;MSF52; $47,00 ;400;18800;9776;0,52;Outlet
Foot Locker;IT0281;04/03/2020;Northeast;New York;New York;Men's Street Footwear;MSF63; $55,00 ;313;17215;10501,15;0,61;Online
Foot Locker;IT0282;04/03/2020;Northeast;New York;New York;Men's Street Footwear;MSF69; $60,00 ;1250;750000;375000;0,5;Outlet
West Gear;IT0283;05/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF58; $44,00 ;140;6160;2587,2;0,42;Outlet
West Gear;IT0284;05/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF73; $55,00 ;106;5830;2681,8;0,46;Online
West Gear;IT0285;05/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF81; $60,00 ;425;255000;89250;0,35;In-store
Foot Locker;IT0286;05/03/2020;Northeast;New York;New York;Men's Athletic Footwear;MAF40; $41,00 ;340;13940;4739,6;0,34;Outlet
Foot Locker;IT0287;05/03/2020;Northeast;New York;New York;Men's Athletic Footwear;MAF57; $54,00 ;270;14580;5977,8;0,41;Online
Foot Locker;IT0288;05/03/2020;Northeast;New York;New York;Men's Athletic Footwear;MAF60; $55,00 ;1000;550000;165000;0,3;Outlet
West Gear;IT0289;06/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF50; $43,00 ;132;5676;1986,6;0,35;Outlet
West Gear;IT0290;06/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF71; $56,00 ;108;6048;2479,68;0,41;Online
West Gear;IT0291;06/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF76; $60,00 ;400;240000;72000;0,3;In-store
Foot Locker;IT0292;06/03/2020;Northeast;New York;New York;Women's Street Footwear;WSF49; $37,00 ;296;10952;4490,32;0,41;Outlet
Foot Locker;IT0293;06/03/2020;Northeast;New York;New York;Women's Street Footwear;WSF62; $46,00 ;278;12788;6138,24;0,48;Online
Foot Locker;IT0294;06/03/2020;Northeast;New York;New York;Women's Street Footwear;WSF66; $50,00 ;925;462500;161875;0,35;Outlet
West Gear;IT0295;07/03/2020;West;Nevada;Las Vegas;Men's Apparel;MA38; $46,00 ;119;5474;2955,96;0,54;Outlet
West Gear;IT0296;07/03/2020;West;Nevada;Las Vegas;Men's Apparel;MA61; $64,00 ;88;5632;3604,48;0,64;Online
West Gear;IT0297;07/03/2020;West;Nevada;Las Vegas;Men's Apparel;MA69; $70,00 ;350;245000;122500;0,5;In-store
Foot Locker;IT0298;07/03/2020;Northeast;New York;New York;Women's Athletic Footwear;WAF43; $38,00 ;297;11286;4288,68;0,38;Outlet
Foot Locker;IT0299;07/03/2020;Northeast;New York;New York;Women's Athletic Footwear;WAF57; $47,00 ;261;12267;5520,15;0,45;Online
Foot Locker;IT0300;07/03/2020;Northeast;New York;New York;Women's Athletic Footwear;WAF61; $50,00 ;900;450000;157500;0,35;Outlet
West Gear;IT0301;08/03/2020;West;Nevada;Las Vegas;Women's Apparel;WA56; $51,00 ;162;8262;1735,02;0,21;Outlet
West Gear;IT0302;08/03/2020;West;Nevada;Las Vegas;Women's Apparel;WA80; $68,00 ;133;9044;2351,44;0,26;Online
West Gear;IT0303;08/03/2020;West;Nevada;Las Vegas;Women's Apparel;WA88; $75,00 ;475;356250;53437,5;0,15;In-store
Foot Locker;IT0304;08/03/2020;Northeast;New York;New York;Men's Apparel;MA35; $45,00 ;288;12960;4406,4;0,34;Outlet
Foot Locker;IT0305;08/03/2020;Northeast;New York;New York;Men's Apparel;MA50; $55,00 ;252;13860;6237;0,45;Online
Foot Locker;IT0306;08/03/2020;Northeast;New York;New York;Men's Apparel;MA56; $60,00 ;900;540000;162000;0,3;Outlet
West Gear;IT0307;09/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF52; $47,00 ;216;10152;3756,24;0,37;Outlet
West Gear;IT0308;09/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF67; $58,00 ;196;11368;5342,96;0,47;Online
West Gear;IT0309;09/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF70; $60,00 ;675;405000;141750;0,35;In-store
Foot Locker;IT0310;09/03/2020;Northeast;New York;New York;Women's Apparel;WA48; $46,00 ;347;15962;5107,84;0,32;Outlet
Foot Locker;IT0311;09/03/2020;Northeast;New York;New York;Women's Apparel;WA74; $64,00 ;305;19520;7612,8;0,39;Online
Foot Locker;IT0312;09/03/2020;Northeast;New York;New York;Women's Apparel;WA76; $65,00 ;1050;682500;170625;0,25;Outlet
West Gear;IT0313;10/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF52; $50,00 ;209;10450;2612,5;0,25;Outlet
West Gear;IT0314;10/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF69; $62,00 ;189;11718;3984,12;0,34;Online
West Gear;IT0315;10/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF74; $65,00 ;675;438750;87750;0,2;In-store
Foot Locker;IT0316;10/03/2020;Northeast;New York;New York;Men's Street Footwear;MSF46; $44,00 ;434;19096;9929,92;0,52;Outlet
Foot Locker;IT0317;10/03/2020;Northeast;New York;New York;Men's Street Footwear;MSF68; $59,00 ;319;18821;11292,6;0,6;Online
Foot Locker;IT0318;10/03/2020;Northeast;New York;New York;Men's Street Footwear;MSF69; $60,00 ;1275;765000;382500;0,5;Outlet
West Gear;IT0319;11/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF63; $47,00 ;166;7802;3276,84;0,42;Outlet
West Gear;IT0320;11/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF78; $59,00 ;119;7021;3299,87;0,47;Online
West Gear;IT0321;11/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF81; $60,00 ;475;285000;99750;0,35;In-store
Foot Locker;IT0322;11/03/2020;Northeast;New York;New York;Men's Athletic Footwear;MAF40; $41,00 ;318;13038;4824,06;0,37;Outlet
Foot Locker;IT0323;11/03/2020;Northeast;New York;New York;Men's Athletic Footwear;MAF56; $53,00 ;267;14151;5943,42;0,42;Online
Foot Locker;IT0324;11/03/2020;Northeast;New York;New York;Men's Athletic Footwear;MAF60; $55,00 ;1025;563750;169125;0,3;Outlet
West Gear;IT0325;12/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF45; $40,00 ;166;6640;2390,4;0,36;Outlet
West Gear;IT0326;12/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF72; $57,00 ;133;7581;3335,64;0,44;Online
West Gear;IT0327;12/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF76; $60,00 ;475;285000;85500;0,3;In-store
Foot Locker;IT0328;12/03/2020;Northeast;New York;New York;Women's Street Footwear;WSF45; $35,00 ;295;10325;4336,5;0,42;Outlet
Foot Locker;IT0329;12/03/2020;Northeast;New York;New York;Women's Street Footwear;WSF62; $46,00 ;247;11362;5112,9;0,45;Online
Foot Locker;IT0330;12/03/2020;Northeast;New York;New York;Women's Street Footwear;WSF66; $50,00 ;950;475000;166250;0,35;Outlet
West Gear;IT0331;13/03/2020;West;Nevada;Las Vegas;Men's Apparel;MA41; $49,00 ;136;6664;3598,56;0,54;Outlet
West Gear;IT0332;13/03/2020;West;Nevada;Las Vegas;Men's Apparel;MA68; $69,00 ;112;7728;4636,8;0,6;Online
West Gear;IT0333;13/03/2020;West;Nevada;Las Vegas;Men's Apparel;MA69; $70,00 ;400;280000;140000;0,5;In-store
Foot Locker;IT0334;13/03/2020;Northeast;New York;New York;Women's Athletic Footwear;WAF39; $35,00 ;270;9450;3496,5;0,37;Outlet
Foot Locker;IT0335;13/03/2020;Northeast;New York;New York;Women's Athletic Footwear;WAF56; $46,00 ;243;11178;5141,88;0,46;Online
Foot Locker;IT0336;13/03/2020;Northeast;New York;New York;Women's Athletic Footwear;WAF61; $50,00 ;900;450000;157500;0,35;Outlet
West Gear;IT0337;14/03/2020;West;Nevada;Las Vegas;Women's Apparel;WA64; $56,00 ;170;9520;1713,6;0,18;Outlet
West Gear;IT0338;14/03/2020;West;Nevada;Las Vegas;Women's Apparel;WA86; $74,00 ;150;11100;2997;0,27;Online
West Gear;IT0339;14/03/2020;West;Nevada;Las Vegas;Women's Apparel;WA88; $75,00 ;500;375000;56250;0,15;In-store
Foot Locker;IT0340;14/03/2020;Northeast;New York;New York;Men's Apparel;MA38; $46,00 ;278;12788;4347,92;0,34;Outlet
Foot Locker;IT0341;14/03/2020;Northeast;New York;New York;Men's Apparel;MA54; $58,00 ;231;13398;5761,14;0,43;Online
Foot Locker;IT0342;14/03/2020;Northeast;New York;New York;Men's Apparel;MA56; $60,00 ;925;555000;166500;0,3;Outlet
West Gear;IT0343;15/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF13; $20,00 ;149;2980;1192;0,4;Outlet
West Gear;IT0344;15/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF24; $28,00 ;123;3444;1722;0,5;Online
West Gear;IT0345;15/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;MSF27; $30,00 ;425;127500;44625;0,35;In-store
Foot Locker;IT0346;15/03/2020;Northeast;New York;New York;Women's Apparel;WA49; $47,00 ;352;16544;4466,88;0,27;Outlet
Foot Locker;IT0347;15/03/2020;Northeast;New York;New York;Women's Apparel;WA71; $61,00 ;286;17446;6978,4;0,4;Online
Foot Locker;IT0348;15/03/2020;Northeast;New York;New York;Women's Apparel;WA76; $65,00 ;1100;715000;178750;0,25;Outlet
West Gear;IT0349;16/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF27; $31,00 ;145;4495;1123,75;0,25;Outlet
West Gear;IT0350;16/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF35; $38,00 ;123;4674;1542,42;0,33;Online
West Gear;IT0351;16/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;MAF37; $40,00 ;425;170000;34000;0,2;In-store
Foot Locker;IT0352;16/03/2020;Northeast;New York;New York;Men's Street Footwear;MSF43; $41,00 ;375;15375;7995;0,52;Outlet
Foot Locker;IT0353;16/03/2020;Northeast;New York;New York;Men's Street Footwear;MSF67; $58,00 ;325;18850;11498,5;0,61;Online
Foot Locker;IT0354;16/03/2020;Northeast;New York;New York;Men's Street Footwear;MSF69; $60,00 ;1250;750000;375000;0,5;Outlet
West Gear;IT0355;17/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF33; $26,00 ;128;3328;1397,76;0,42;Outlet
West Gear;IT0356;17/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF51; $39,00 ;115;4485;2063,1;0,46;Online
West Gear;IT0357;17/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;WSF52; $40,00 ;425;170000;59500;0,35;In-store
Foot Locker;IT0358;17/03/2020;Northeast;New York;New York;Men's Athletic Footwear;MAF34; $37,00 ;359;13283;4516,22;0,34;Outlet
Foot Locker;IT0359;17/03/2020;Northeast;New York;New York;Men's Athletic Footwear;MAF56; $53,00 ;308;16324;6692,84;0,41;Online
Foot Locker;IT0360;17/03/2020;Northeast;New York;New York;Men's Athletic Footwear;MAF60; $55,00 ;1025;563750;169125;0,3;Outlet
West Gear;IT0361;18/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF27; $26,00 ;96;2496;848,64;0,34;Outlet
West Gear;IT0362;18/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF43; $38,00 ;72;2736;1231,2;0,45;Online
West Gear;IT0363;18/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;WAF45; $40,00 ;275;110000;33000;0,3;In-store
Foot Locker;IT0364;18/03/2020;Northeast;New York;New York;Women's Street Footwear;WSF49; $37,00 ;314;11618;4298,66;0,37;Outlet
Foot Locker;IT0365;18/03/2020;Northeast;New York;New York;Women's Street Footwear;WSF59; $45,00 ;257;11565;5319,9;0,46;Online
Foot Locker;IT0366;18/03/2020;Northeast;New York;New York;Women's Street Footwear;WSF66; $50,00 ;950;475000;166250;0,35;Outlet
West Gear;IT0367;19/03/2020;West;Colorado;Denver;Men's Apparel;MA30; $41,00 ;56;2296;1469,44;0,64;Online
West Gear;IT0368;19/03/2020;West;Colorado;Denver;Men's Apparel;MA35; $45,00 ;225;101250;50625;0,5;In-store
West Gear;IT0369;20/03/2020;West;Colorado;Denver;Women's Apparel;WA34; $37,00 ;128;4736;1231,36;0,26;Online
West Gear;IT0370;20/03/2020;West;Colorado;Denver;Women's Apparel;WA38; $40,00 ;475;190000;28500;0,15;In-store
West Gear;IT0371;21/03/2020;West;Colorado;Denver;Men's Street Footwear;MSF23; $27,00 ;131;3537;1697,76;0,48;Online
West Gear;IT0372;21/03/2020;West;Colorado;Denver;Men's Street Footwear;MSF27; $30,00 ;525;157500;55125;0,35;In-store
West Gear;IT0373;22/03/2020;West;Colorado;Denver;Men's Athletic Footwear;MAF35; $38,00 ;111;4218;1265,4;0,3;Online
West Gear;IT0374;22/03/2020;West;Colorado;Denver;Men's Athletic Footwear;MAF37; $40,00 ;425;170000;34000;0,2;In-store
West Gear;IT0375;23/03/2020;West;Colorado;Denver;Women's Street Footwear;WSF50; $38,00 ;123;4674;2337;0,5;Online
West Gear;IT0376;23/03/2020;West;Colorado;Denver;Women's Street Footwear;WSF52; $40,00 ;425;170000;59500;0,35;In-store
West Gear;IT0377;24/03/2020;West;Colorado;Denver;Women's Athletic Footwear;WAF41; $36,00 ;72;2592;1166,4;0,45;Online
